epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,469.304,0.73189,0.50264,0.92593,0.96006,0.74404,0.83834,0.5918,1.06204,0.6807,1.17517,0.000499187,0.000499187,0.000499187
124,472.883,0.72234,0.49999,0.92252,0.93865,0.7548,0.81665,0.58,1.11503,0.66552,1.23668,0.000498156,0.000498156,0.000498156
125,476.489,0.71227,0.49639,0.91505,0.95711,0.77622,0.83359,0.59309,1.11989,0.65162,1.22618,0.000497125,0.000497125,0.000497125
126,496.126,0.74335,0.51819,0.94186,0.93861,0.78242,0.84436,0.60013,1.10671,0.63598,1.20624,0.000496094,0.000496094,0.000496094
127,499.876,0.7175,0.51063,0.91559,0.93493,0.7816,0.84148,0.57794,1.13461,0.64376,1.22066,0.000495063,0.000495063,0.000495063
128,504.235,0.70726,0.50114,0.92704,0.94237,0.77112,0.83377,0.5781,1.14133,0.6587,1.22602,0.000494031,0.000494031,0.000494031
129,508.002,0.72336,0.49136,0.93551,0.95709,0.76537,0.8326,0.58376,1.11094,0.60027,1.20262,0.000493,0.000493,0.000493
130,511.578,0.73818,0.49886,0.93144,0.95823,0.78291,0.82736,0.59376,1.1303,0.62792,1.21587,0.000491969,0.000491969,0.000491969
131,515.111,0.73318,0.49593,0.94363,0.9682,0.775,0.83358,0.59992,1.07848,0.60287,1.17818,0.000490937,0.000490937,0.000490937
132,518.664,0.75097,0.50138,0.94607,0.9347,0.77974,0.84683,0.59381,1.13452,0.65697,1.23532,0.000489906,0.000489906,0.000489906
133,522.183,0.70417,0.45945,0.89993,0.93719,0.77746,0.82528,0.5972,1.1014,0.65363,1.20915,0.000488875,0.000488875,0.000488875
134,525.733,0.67433,0.4706,0.91604,0.93789,0.76843,0.83613,0.59819,1.11962,0.66334,1.2024,0.000487844,0.000487844,0.000487844
135,529.272,0.73917,0.50077,0.91025,0.94911,0.78693,0.83776,0.61456,1.08469,0.65051,1.20582,0.000486812,0.000486812,0.000486812
136,532.826,0.70157,0.46675,0.93852,0.94994,0.75462,0.82606,0.61468,1.06353,0.67549,1.17805,0.000485781,0.000485781,0.000485781
137,536.391,0.69132,0.47018,0.90891,0.89755,0.78139,0.8208,0.60796,1.07997,0.69175,1.19246,0.00048475,0.00048475,0.00048475
138,539.982,0.70926,0.47572,0.91594,0.81841,0.78802,0.83539,0.61205,1.06097,0.67303,1.19584,0.000483719,0.000483719,0.000483719
139,543.486,0.71119,0.47893,0.92475,0.83971,0.77476,0.83571,0.60366,1.08281,0.63843,1.22098,0.000482687,0.000482687,0.000482687
140,547.021,0.6899,0.45615,0.89949,0.95605,0.72757,0.83622,0.61041,1.08145,0.72259,1.22612,0.000481656,0.000481656,0.000481656
141,550.534,0.66195,0.43743,0.89802,0.88317,0.75804,0.8371,0.60012,1.11025,0.76577,1.25812,0.000480625,0.000480625,0.000480625
142,554.102,0.66235,0.44957,0.90925,0.91899,0.73414,0.82765,0.5904,1.14131,0.7971,1.22925,0.000479594,0.000479594,0.000479594
143,557.639,0.68489,0.45508,0.91915,0.91539,0.77821,0.83824,0.60152,1.13187,0.7924,1.23616,0.000478562,0.000478562,0.000478562
