epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,1569.76,0.50402,0.34132,0.85711,0.9297,0.8512,0.90394,0.7185,0.99025,0.54353,1.17788,0.000473406,0.000473406,0.000473406
149,1579.85,0.50804,0.34363,0.85563,0.96448,0.83362,0.90798,0.71932,1.03189,0.6323,1.21411,0.000472375,0.000472375,0.000472375
150,1590.11,0.50046,0.34308,0.85196,0.94451,0.85259,0.8976,0.69992,1.03805,0.56754,1.18076,0.000471344,0.000471344,0.000471344
151,1600.44,0.50654,0.33804,0.85385,0.94444,0.87471,0.90865,0.71183,1.00359,0.57513,1.17318,0.000470312,0.000470312,0.000470312
152,1610.61,0.50981,0.33656,0.85616,0.94107,0.83516,0.90078,0.70991,1.0411,0.58946,1.22561,0.000469281,0.000469281,0.000469281
153,1620.71,0.50562,0.3342,0.85045,0.9134,0.86204,0.89559,0.70507,1.02505,0.54419,1.18762,0.00046825,0.00046825,0.00046825
154,1630.81,0.49595,0.33162,0.84859,0.94964,0.84273,0.89489,0.70642,0.98452,0.55164,1.16964,0.000467219,0.000467219,0.000467219
155,1640.99,0.48633,0.32575,0.84812,0.92002,0.85909,0.91526,0.73175,0.97384,0.50982,1.16226,0.000466188,0.000466188,0.000466188
156,1651.29,0.50547,0.33908,0.85562,0.94503,0.8118,0.90036,0.70786,1.04864,0.59011,1.20775,0.000465156,0.000465156,0.000465156
157,1661.61,0.50298,0.32886,0.85579,0.87724,0.86045,0.89291,0.69803,0.97217,0.59502,1.16745,0.000464125,0.000464125,0.000464125
158,1671.94,0.48953,0.32193,0.85221,0.928,0.8118,0.89109,0.69998,0.93986,0.53579,1.16404,0.000463094,0.000463094,0.000463094
159,1682.26,0.47966,0.31785,0.84661,0.94151,0.84695,0.91767,0.72542,0.99455,0.52174,1.21141,0.000462063,0.000462063,0.000462063
160,1692.51,0.48729,0.32447,0.84938,0.94903,0.85565,0.9163,0.72315,0.9578,0.5272,1.18736,0.000461031,0.000461031,0.000461031
161,1702.82,0.48921,0.32889,0.85582,0.91403,0.87388,0.90642,0.70071,0.97278,0.53048,1.19367,0.00046,0.00046,0.00046
162,1712.97,0.47915,0.32032,0.84803,0.90049,0.84616,0.89077,0.69849,0.96816,0.53817,1.16601,0.000458969,0.000458969,0.000458969
163,1723.25,0.49061,0.32635,0.85168,0.92443,0.8622,0.91401,0.71507,0.93136,0.50619,1.14775,0.000457938,0.000457938,0.000457938
164,1733.83,0.49105,0.32867,0.85759,0.90948,0.85547,0.91486,0.73012,0.92123,0.52554,1.14278,0.000456906,0.000456906,0.000456906
165,1744.04,0.4797,0.31675,0.84483,0.92142,0.83505,0.90587,0.71947,0.92876,0.50335,1.13937,0.000455875,0.000455875,0.000455875
166,1754.46,0.47649,0.3226,0.84618,0.93453,0.86666,0.9071,0.71781,0.92984,0.54383,1.14883,0.000454844,0.000454844,0.000454844
167,1764.8,0.4675,0.30634,0.84657,0.93807,0.8683,0.91419,0.72692,0.94966,0.47989,1.15247,0.000453813,0.000453813,0.000453813
168,1775.12,0.47952,0.32022,0.85074,0.92695,0.88076,0.91557,0.72269,0.92876,0.53013,1.15529,0.000452781,0.000452781,0.000452781
169,1785.36,0.47356,0.31697,0.84888,0.91654,0.86393,0.91192,0.71596,0.95479,0.5192,1.17326,0.00045175,0.00045175,0.00045175
170,1795.63,0.47637,0.31675,0.84429,0.89934,0.87131,0.91057,0.71224,0.97056,0.5253,1.14701,0.000450719,0.000450719,0.000450719
171,1805.87,0.45973,0.30722,0.84171,0.93972,0.84703,0.90766,0.71732,0.99695,0.54853,1.16311,0.000449688,0.000449688,0.000449688
172,1816.17,0.47419,0.32391,0.84902,0.92872,0.83012,0.89407,0.70944,0.98772,0.59742,1.1723,0.000448656,0.000448656,0.000448656
173,1826.4,0.48706,0.32524,0.84654,0.91938,0.84237,0.90395,0.71675,0.9997,0.62068,1.19001,0.000447625,0.000447625,0.000447625
174,1836.62,0.47338,0.3162,0.84376,0.94209,0.82752,0.9028,0.71313,0.99347,0.62643,1.18955,0.000446594,0.000446594,0.000446594
175,1846.99,0.46757,0.30946,0.84461,0.9477,0.87481,0.93117,0.72556,1.00142,0.51443,1.19038,0.000445562,0.000445562,0.000445562
176,1857.35,0.47137,0.31634,0.84295,0.93593,0.87898,0.91825,0.72099,1.01944,0.53675,1.22269,0.000444531,0.000444531,0.000444531
177,1867.72,0.46073,0.31409,0.84171,0.93223,0.86423,0.91739,0.71687,0.93754,0.54767,1.14854,0.0004435,0.0004435,0.0004435
178,1878.09,0.46513,0.30938,0.83476,0.93819,0.82714,0.90782,0.71369,0.97831,0.57762,1.19545,0.000442469,0.000442469,0.000442469
