epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,192.928,0.59243,0.51506,0.83766,0.84419,0.91667,0.91772,0.72822,0.87064,0.60684,1.17597,0.0011884,0.0011884,0.0011884
89,194.61,0.74798,0.6279,0.97284,0.84419,0.91667,0.91772,0.72822,0.87064,0.60684,1.17597,0.0011829,0.0011829,0.0011829
90,196.364,0.6376,0.58701,0.89167,0.83184,0.91667,0.90367,0.72335,0.86321,0.60954,1.15758,0.0011774,0.0011774,0.0011774
91,198.167,0.66478,0.56359,0.91501,0.82721,0.84524,0.86015,0.70655,0.84901,0.68414,1.15729,0.0011719,0.0011719,0.0011719
92,200.334,0.64298,0.4569,0.89833,0.82321,0.84524,0.82987,0.66201,0.84859,0.76846,1.13792,0.0011664,0.0011664,0.0011664
93,202.161,0.66733,0.5761,0.88427,0.82321,0.84524,0.82987,0.66201,0.84859,0.76846,1.13792,0.0011609,0.0011609,0.0011609
94,203.872,0.62776,0.55741,0.86767,0.81052,0.84524,0.85887,0.67189,0.85308,0.77426,1.12553,0.0011554,0.0011554,0.0011554
95,205.554,0.73674,0.52375,0.93905,0.80849,0.84524,0.85336,0.66786,0.82291,0.76772,1.10098,0.0011499,0.0011499,0.0011499
96,207.247,0.6821,0.48809,0.91485,0.82173,0.84524,0.86703,0.70945,0.80176,0.69054,1.09187,0.0011444,0.0011444,0.0011444
97,208.915,0.59888,0.46929,0.84641,0.82173,0.84524,0.86703,0.70945,0.80176,0.69054,1.09187,0.00113889,0.00113889,0.00113889
98,210.635,0.69583,0.55105,0.92283,0.82896,0.84524,0.84967,0.69924,0.77666,0.67038,1.07919,0.00113339,0.00113339,0.00113339
99,212.934,0.68458,0.50929,0.9003,0.81214,0.84524,0.87842,0.71938,0.74459,0.65565,1.07455,0.00112789,0.00112789,0.00112789
100,214.725,0.56037,0.47544,0.8384,0.91071,0.84524,0.86042,0.70757,0.77533,0.73274,1.07961,0.00112239,0.00112239,0.00112239
